location,location_s,features,bath,bed,toilet,price,description,page,loc
off house on the rock church ikate eleguishi ikate lekki lagos,off house on the rock church ikate eleguishi ikate lekki lagos,3 bed 3 bath 4 toilet,3,3,4,2300000,"*Self Serviced, Spacious and Cosy 3Bedroom Apartment Upstairs** *24hours Secured Security on facility. *24hours Cleaners and waste management. *Spacious Car park. *Effective and Efficient power supply. *24hours Facility personnel on standby. *Secured and clean environment. *Spacious and Ventilated rooms. *24hours Cleaners and facility ... Renovated. Pop Ceiling. All Room Ensuit. Big Compound. 24 Hours Security. Security. Water Treatment. Street Lights. Parking Space. Security Doors. ...",52,lekki
"ocean bay estate, lekki peninsula lekki lagos","ocean bay estate, lekki peninsula lekki lagos",3 bed 0 bath 0 toilet,0,3,0,2700000,"The property is located at ocean bay estate, lekki penninsula 2, and is made up of three floors. The penthouse consists of a 3 bedroom luxury penthouse apartment with an outdoor balcony jacuzzi, patio lounge ... ...",52,lekki
off freedom way lekki phase 1 lekki lagos,off freedom way lekki phase 1 lekki lagos,3 bed 0 bath 0 toilet,0,3,0,2500000,3Bedroom Flat with a room Boys Quarter in a good serene neighbourhood off Freedom Way in Lekki Phase 1. Rent: N2.5m p.a Service Charge: N350k p.a (Excludes Power) ... ...,52,lekki
.. lekki phase 2 lekki lagos,.. lekki phase 2 lekki lagos,0 bed 0 bath 0 toilet,0,0,0,4500000,"A Furnished 4 bedrooms Semi Detached Duplex with BQ in a 24hours power Estate for Rent: *Location: Orchid Road, Roxbury Homes Estate *Rent:.4.5M *Caution: 200k *Service charge: 30k monthly * Legal: 5% *Agency: 10% * Electricity: 24 hours * Close to Lekki express ... ...",52,lekki
off fola osibo lekki phase 1 lekki lagos,off fola osibo lekki phase 1 lekki lagos,3 bed 3 bath 4 toilet,3,3,4,3500000,Lovely unit of 3 bedroom terrace and a servant quarter available for lease to corporate office or residential tenants ... ...,52,lekki
osapa london lekki lagos,osapa london lekki lagos,4 bed 4 bath 5 toilet,4,4,5,3000000,4 Bedroom Flat For Rent At Osapa London LK785 ... ...,52,lekki
"by meadow hall ikate 3rd roundabout ikate, ikate elegushi lekki lagos","by meadow hall ikate 3rd roundabout ikate, ikate elegushi lekki lagos",2 bed 0 bath 0 toilet,0,2,0,3000000,Lovely and super well finished serviced Brand New standard 2 bedroom flat for behind meadow hall school Ikate. N3m while Service charge is 650k. Power supply 18/24hours power supply. ... ...,52,lekki
"opposite lagos business school, lekki-ajah ajah lagos","opposite lagos business school, lekkiajah ajah lagos",2 bed 0 bath 0 toilet,0,2,0,1000000,This is 6 unit of 2 bedroom new house in university view estates opposite lagos business school. rent ... ...,52,lekki
an estate in abijo after crown estate in ajah axis lekki. abijo ajah lagos,an estate in abijo after crown estate in ajah axis lekki. abijo ajah lagos,2 bed 3 bath 3 toilet,3,2,3,550000,"A Very Spacious 2 Bedrooms Flat in a gated, secured and cool Estate with clean water, good light and easy access roads in Abijo after Crown Estate in Ajah axis Lekki For Rent. ... Cheap. Renovated. Supermarket Nearby. Pop Ceiling. All Room Ensuit. Big Compound. Fast Internet. 24 Hours Security. Security. Restaurants Nearby. Water Treatment. Street Lights. Parking Space. Security Doors. ...",52,lekki
"ocean bay estate, lekki lagos","ocean bay estate, lekki lagos",2 bed 0 bath 0 toilet,0,2,0,2700000,"A luxury 2 bedroom penthouse service apartment @ Sussex Apartments, Ocean Bay Estate, Lekki. Lagos. With jacuzzi on the patio area*** Estate charge - #250,000 per annum (Communal maintenance & Security) Water - #9000 per month (Unlimited) Electricity - ... Serviced. ...",52,lekki
"mayfair garden, awoyaya ibeju lekki lagos","mayfair garden, awoyaya ibeju lekki lagos",1 bed 1 bath 1 toilet,1,1,1,300000,. ... ...,52,lekki
"estate, idado lekki lagos","estate, idado lekki lagos",1 bed 1 bath 1 toilet,1,1,1,650000,Nice and Standard Self contained Share apartment available in a Serene and Secured Estate in Idado Lekki Lagos. Features: Standard room size with nice wardrobe; Serene and cozy environment; fence gated compound; good road network; ... ...,52,lekki
near admiralty estate igbo efon lekki lagos,near admiralty estate igbo efon lekki lagos,3 bed 4 bath 4 toilet,4,3,4,1200000,"A brand new 3 bedroom flat, close to admiralty estate,all rooms en suite,clean water, fitted kitchen. ... New. Cheap. Drainage System. Pop Ceiling. All Room Ensuit. Big Compound. 24 Hours Security. Church Nearby. Security. Water Treatment. Parking Space. Security Doors. ...",52,lekki
elf lekki phase 1 lekki lagos,elf lekki phase 1 lekki lagos,4 bed  bath  toilet, ,4, ,5500000,*4 Bedroom Terraced House at Lekki Elf_ *Rent:* N5.5m p.a *Service Charge:* N2.7m ... Dry. Serviced. 24 Hours Electricity. All Room Ensuit. Big Compound. 24 Hours Security. Security. Street Lights. Security Doors. ...,53,lekki
idado estates idado lekki lagos,idado estates idado lekki lagos,1 bed 1 bath 1 toilet,1,1,1,400000,Nice and Standard Bq Self contained apartment available in a Serene and Secured Estate in Idado Lekki Lagos. Features: Standard room size; Serene and cozy environment; fence gated compound; good road network; good accessibility and ... ...,53,lekki
ikota lekki lagos,ikota lekki lagos,2 bed 2 bath 2 toilet,2,2,2,1600000,"1 unit of 2 bedroom flat in a block of 10 units. Inverters installed in every apartment 1.6m 650k diesel inclusive 10% legal, agency, caution Ikota Villa estate ... New. Furnished. Pop Ceiling. 24 Hours Electricity. All Room Ensuit. Big Compound. 24 Hours Security. ...",53,lekki
ikate lekki lagos,ikate lekki lagos,3 bed 3 bath 4 toilet,3,3,4,4000000,Newly built 3 bedroom penthouse with a Bq for rent location: Ikate Sc: 500k Diesel is contributed among tenants based on their consumptions Caution: 200k Agency: 10% Legal: 5% ... New. Serviced. Pop Ceiling. 24 Hours Electricity. All Room Ensuit. Big Compound. 24 Hours Security. Boys Quater. Security. Water Treatment. ...,53,lekki
#NAME?,osapa london lekki lagos,3 bed 0 bath 0 toilet,0,3,0,2500000,A Well Spacious Three Bedroom Flat at Osapa ... ...,53,lekki
lekki igbo-efon igbo efon lekki lagos,lekki igboefon igbo efon lekki lagos,3 bed 3 bath 4 toilet,3,3,4,1300009,Nice three Bedroom flat in Igbo-Efon very clean Rent:1.3m A/A 10% each Refundable Caution Fee:100k Note:inspection fee 3k Contact: God's Empire Real Estate Consultant Mr Napoleon ... Cheap. Renovated. Supermarket Nearby. Drainage System. Pop Ceiling. All Room Ensuit. Big Compound. 24 Hours Security. Security. Restaurants Nearby. Water Treatment. Street Lights. Parking Space. Security Doors. ...,53,lekki
"estate, idado lekki lagos","estate, idado lekki lagos",1 bed 1 bath 1 toilet,1,1,1,900000,Nice and Standard Self contained apartment available in a Serene and Secured Estate in Idado extension Lekki Lagos. Features: Standard room size with nice wardrobe; Serene and cozy environment; fence gated compound; good road network; ... ...,53,lekki
"idado ext., agungi lekki lagos","idado ext., agungi lekki lagos",0 bed 1 bath 1 toilet,1,0,1,400000,"A Room Self Contain, A BQ of a Duplex, (SHARES KITCHEN of the Duplex) A Clean, Nice, highly gated and secured compound, gated and secured estate, well structured and very organize, at Agungi, Lekki, Lagos. Fully Serviced. Hurry! 1st Pay, 1st ... Cheap. Serviced. Supermarket Nearby. Pop Ceiling. Security. Water Treatment. Parking Space. ...",53,lekki
ikate ikate lekki lagos,ikate ikate lekki lagos,4 bed 4 bath 5 toilet,4,4,5,3000000,A very lovely apartment in a clean environment Rent 3m S/c 150k as you come in than pay as you use in order months Caution fee 5% of the rent Agency 10% Agreement is negotiable ... Renovated. Serviced. Pop Ceiling. 24 Hours Electricity. Big Compound. Water Treatment. Parking Space. Security Doors. Supermarket Nearby. All Room Ensuit. 24 Hours Security. Church Nearby. Security. Restaurants Nearby. Governor's Consent. C Of O. ...,53,lekki
lekki phase 1 lekki lagos,lekki phase 1 lekki lagos,4 bed 4 bath 5 toilet,4,4,5,6000000,For Rent 4 Bedroom Semi Detached Duplex with bq Location: Lekki Phase 1 Rent: 6 Million Naira per Annum ... ...,53,lekki
orchid road ikota lekki lagos,orchid road ikota lekki lagos,4 bed 4 bath 4 toilet,4,4,4,3000000,"FOR RENT!!! • Detail: 4 Bedroom Terrace Duplex for Rent Location: Orchid, Lekki Price: 3M/p.a • • Features: - All Rooms Ensuite - New - Interlocked Floor - Gated Estate - CCTV Cameras - Fitted Kitchen - Pop Ceiling - Security - Inbuilt Speakers ... New. Serviced. Furnished. Pop Ceiling. 24 Hours Electricity. All Room Ensuit. Big Compound. 24 Hours Security. Parking Space. ...",53,lekki
lekki phase1 lekki phase 1 lekki lagos,lekki phase1 lekki phase 1 lekki lagos,3 bed 3 bath 4 toilet,3,3,4,3500000,A Very Lovely 3bedroom flat in a lovely environment Rent 3.5m S/c without diesel 780k Agency 10% Agreement 5% each With BQ ... Dry. New. Renovated. Serviced. Supermarket Nearby. 24 Hours Electricity. All Room Ensuit. Big Compound. 24 Hours Security. Boys Quater. Security. Water Treatment. Parking Space. Security Doors. ...,53,lekki
orchid road behind cooplag garden ikota lekki lagos,orchid road behind cooplag garden ikota lekki lagos,1 bed 1 bath 1 toilet,1,1,1,200000,Newly built selfcon for rent at cooplag gardens ... ...,53,lekki
. lekki phase 1 lekki lagos,. lekki phase 1 lekki lagos,5 bed 6 bath 6 toilet,6,5,6,7000000,"5 bedroom fully detached duplex with swimming pool and comes with generator and be used for either residential or commercial FEATURES: Spacious living room, all ensuite, swimming pool, fitted kitchen, winery, Boys-quarter, generator, ample parking, ... ...",53,lekki
ikota lekki lagos,ikota lekki lagos,1 bed 1 bath 1 toilet,1,1,1,550000,A room self contain BQ at the back of Mega Chicken at Ikota Villa Estate close to expressway 550k rent ... ...,53,lekki
- lekki phase 2 lekki lagos,lekki phase 2 lekki lagos,3 bed 0 bath 0 toilet,0,3,0,1000000,in a serene environment with good Electricity supply.. ... ...,53,lekki
@osapa osapa london lekki lagos,@osapa osapa london lekki lagos,2 bed 2 bath 3 toilet,2,2,3,2000000,Newly built 2bedroom in a cerene neighbourhood finished with mordern facilities ... Dry. New. Cheap. Serviced. Supermarket Nearby. Drainage System. Pop Ceiling. All Room Ensuit. Big Compound. 24 Hours Security. Security. Water Treatment. Parking Space. Security Doors. ...,53,lekki
ikota villa gra ikota lekki lagos,ikota villa gra ikota lekki lagos,4 bed 0 bath 0 toilet,0,4,0,60000000,"4 bedrooms fully detached duplex with all rooms en-suite. Reverse osmosis water system, landscaping and a corner piece plot. Document is Deed of assignment Features are; Walk-in wardrobe Bathtub in masters bedrooms 4 car park space ... ...",53,lekki
.. lekki phase 2 lekki lagos,.. lekki phase 2 lekki lagos,0 bed 0 bath 0 toilet,0,0,0,900000,"2 bedroom apartment for rent at Olokonla behind Enyo petrol station, Down floor... Rent=900,000 Service charge=100k Caution fee=50k Agency=10%, Agreement=10%; *Total=1.230 million ... ...",53,lekki
off fola osibo street lekki phase 1 lekki lekki phase 1 lekki lagos,off fola osibo street lekki phase 1 lekki lekki phase 1 lekki lagos,2 bed 2 bath 3 toilet,2,2,3,2500000,"Tastefully Finished 2 bedroom flat upstairs all rooms ensuite with 2 windows each for proper ventilation, spacious kitchen and spacious sitting room with POP ceiling, water heater bathroom. Compound is serviced with generator. ... Cheap. Renovated. Pop Ceiling. All Room Ensuit. Big Compound. 24 Hours Security. Water Treatment. Security Doors. ...",53,lekki
elf lekki phase 1 lekki lagos,elf lekki phase 1 lekki lagos,4 bed  bath  toilet, ,4, ,5500000,*4 Bedroom Terraced House at Lekki Elf_ *Rent:* N5.5m p.a *Service Charge:* N2.7m ... Dry. Serviced. 24 Hours Electricity. All Room Ensuit. Big Compound. 24 Hours Security. Security. Street Lights. Security Doors. ...,53,lekki
"off admiralty, lekki phase 1 lekki phase 1 lekki lagos","off admiralty, lekki phase 1 lekki phase 1 lekki lagos",1 bed 1 bath 2 toilet,1,1,2,1600000,Lovely newly built mini flat to let off admiralty way lekki ... ...,54,lekki
lekki palm city estate lekki phase 2 lekki lagos,lekki palm city estate lekki phase 2 lekki lagos,1 bed 1 bath 1 toilet,1,1,1,15000,Luxury studio apartment available for short let in a beautiful estate at Ajah-Lekki Lagos. - Fully furnished Electronics Water system Powered. - 15K/night ... ...,54,lekki
chevron lekki lagos,chevron lekki lagos,4 bed 4 bath 4 toilet,4,4,4,3500000,"Tastefully Finished, Luxury 4 Bedroom Semi-Detached Duplex. Location: Bera Estate, Chevron Drive, Lekki. FEATURES: * Self serviced * Spacious rooms * All rooms ensuite with visitors toilet * Fitted kitchen * Inverter * Car port Rent: N3.5m/annum Legal: N350k Agency: N350k Caution: N200k Total package: N4.4m ... New. Serviced. Pop Ceiling. 24 Hours Electricity. All Room Ensuit. Big Compound. 24 Hours Security. ...",54,lekki
agungi lekki lagos,agungi lekki lagos,5 bed 5 bath 5 toilet,5,5,5,4000000,"FOR RENT!!! Brand New 5 Bedroom Semi-detached Duplex with BQ in a secured and serene estate. LOCATION: Agungi, Lekki RENT: N4m per annum ... New. 24 Hours Electricity. All Room Ensuit. Big Compound. 24 Hours Security. Boys Quater. ...",54,lekki
pinnock beach estate osapa london lekki lagos,pinnock beach estate osapa london lekki lagos,3 bed 3 bath 4 toilet,3,3,4,3500000,"Properties featured lovely furnished living rooms with modern sitters. And set dining table and chairs. 3 exotic furnished bedrooms all fitted with air conditioners, spaciously equipped kitchen, laundry room with an Lg washing machine. ... Renovated. Serviced. Pop Ceiling. 24 Hours Electricity. Big Compound. Jacuzzi. Water Treatment. Street Lights. Parking Space. Security Doors. All Room Ensuit. Gym. Ocean View. 24 Hours Security. Boys Quater. Cctv Cameras. ...",54,lekki
osapa london lekki lagos,osapa london lekki lagos,4 bed 4 bath 5 toilet,4,4,5,3000000,4 Bedroom Terrace Duplex for Rent Location. : Osapa London by jankande Rent : 3 Million Features : Fitted kitchen All rooms en suite Treated water supply Water supply Security Interlocked premises Spacious compound Bq ... Pop Ceiling. 24 Hours Electricity. All Room Ensuit. Big Compound. 24 Hours Security. Boys Quater. Security. Water Treatment. Parking Space. Security Doors. ...,54,lekki
safe court estate ikate lekki lagos,safe court estate ikate lekki lagos,3 bed 3 bath 4 toilet,3,3,4,3000000,FEATURES INCLUDE ALL ROOMS ENSUITE POP FITTED KITCHEN GUEST TOILET BALCONY LARGE LIVING AREA SPACE Large Kitchen and Bedrooms SWIMMING POOL GYM FACILITY MANAGEMENT OFFICE AMPLE PARKING SPACE WATER TREATMENT PLANT 24/7 SECURITY 24/7 POWER DEDICATED ELEVATOR ESTATE WELL MAINTAINED WITH CLEANING AND DRAINAGE ... Renovated. Serviced. Pop Ceiling. 24 Hours Electricity. Big Compound. Jacuzzi. Water Treatment. Children Play Ground. Street Lights. Supermarket Nearby. Swimming Pool. All Room Ensuit. Gym. 24 Hours Security. Elevator. Boys Quater. Cctv Cameras. ...,54,lekki
femi okunnu estate phase 3 ikate lekki lagos,femi okunnu estate phase 3 ikate lekki lagos,3 bed 0 bath 0 toilet,0,3,0,2200000,"Fully and newly refurbished 3 bedrooms flat in a gated Estate. Femi Okunnu Estate Phase 3. The Estate is serviced with 24 hour security, alternative power supply from generator on selected hours, cleaning of common areas, ... ...",54,lekki
atlantic view estate lekki phase 2 lekki lagos,atlantic view estate lekki phase 2 lekki lagos,1 bed 0 bath 0 toilet,0,1,0,300000,This is a 3 bedroom shared apartment... Each room has its own toilet and bathroom... the only shared thing is the kitchen ... ...,54,lekki
ikota gra ikota lekki lagos,ikota gra ikota lekki lagos,2 bed 0 bath 0 toilet,0,2,0,2000000,2 bedroom serviced apartment for rent at ikota gra facilities include: *water treatment plant *spacious parking space *serene environment *well equipped and fitted kitchen *24/7power supply * good network road * all room en suite price: 2m per annum ... ...,54,lekki
